,,,,,,,
,,,,,,,
433,,,,,,,
430,,,,,,,
435,,,,,,,
441,,,,,,,
435,,,,,,,
420,,,,,,,
416,,,,,,,
431,,,,,,,
442,,,,,,,
422,,,,,,,
389,,,,,,,
441,,,,,,,
418,,,,,,,
424,,,,,,,
415,,,,,,,
264,,,,,,,
426,,,,,,,
430,,,,,,,
428,,,264,,,,
422,,,203,,264,,
420,,,,,203,,
418,,,195,,321,,
417,,,249,,195,,
415,,,241,,249,,
418,,,,,241,,
430,,,241,,317,,
417,,,191,,241,,
425,,,,,191,,
446,,,271,,336,,
467,,,263,,271,,
446,,,271,,263,,
446,,,,,271,,
430,,,251,,318,,
411,,,254,,251,,
415,,,151,,254,,
421,,,,,151,,
419,,,265,,324,,
421,,,276,,265,,
420,,,,,276,,
441,,,265,,320,,
419,,,,,265,,
440.6,,,,,318,,
426,,,225,,323,,
417,,,,,225,,
438,,,,,,,
437,,,,,,,
435,,,,,,,
430,,,,,,,
424,,,,,,,
413,,,,,,,
413,,,,,,,
415,,,,,,,
418,,,,,,,
422,,,,,,,
421,,,,,,,
429,,,,,,,
433,,,,,,,
429,,,,,,,
413,,,,,,,
420,,,,,,,
420,,,,,,,
418,,,,,,,
421,,,,,,,
427,,,,,,,
409,,,,,,,
439,,,,,,,
407,,,,,,,
421,,,,,,,
429,,,,,,,
385,,,,,,,
408,,,,,,,
415,,,,,,,
203,,,,,,,
423,,,,,,,
422,,,,,,,
422,,,,,,,
418,,,,,,,
417,,,,,,,
412,,,,,,,
419,,,,,,,
419,,,,,,,
422,,,,,,,
321,,,,,,,
427,,,,,,,
404,,,,,,,
410,,,,,,,
402,,,,,,,
408,,,,,,,
408,,,,,,,
422,,,,,,,
418,,,,,,,
427,,,,,,,
423,,,,,,,
400,,,,,,,
420,,,,,,,
423,,,,,,,
429,,,,,,,
432,,,,,,,
421,,,,,,,
419,,,,,,,
400,,,,,,,
427,,,,,,,
426,,,,,,,
426,,,,,,,
415,,,,,,,
418,,,,,,,
434,,,,,,,
421,,,,,,,
418,,,,,,,
418,,,,,,,
420,,,,,,,
420,,,,,,,
413,,,,,,,
403,,,,,,,
404,,,,,,,
376,,,,,,,
455,,,,,,,
405,,,,,,,
411,,,,,,,
403,,,,,,,
412,,,,,,,
404,,,,,,,
409,,,,,,,
404,,,,,,,
403,,,,,,,
387,,,,,,,
432,,,,,,,
433,,,,,,,
435,,,,,,,
434,,,,,,,
412,,,,,,,
432,,,,,,,
447,,,,,,,
195,,,,,,,
417,,,,,,,
418,,,,,,,
418,,,,,,,
393,,,,,,,
419,,,,,,,
414,,,,,,,
420,,,,,,,
422,,,,,,,
427,,,,,,,
429,,,,,,,
424,,,,,,,
421,,,,,,,
408,,,,,,,
413,,,,,,,
439,,,,,,,
395,,,,,,,
420,,,,,,,
418,,,,,,,
418,,,,,,,
420,,,,,,,
417,,,,,,,
410,,,,,,,
410,,,,,,,
412,,,,,,,
419,,,,,,,
415,,,,,,,
415,,,,,,,
414,,,,,,,
424,,,,,,,
423,,,,,,,
415,,,,,,,
414,,,,,,,
427,,,,,,,
406,,,,,,,
427,,,,,,,
415,,,,,,,
420,,,,,,,
419,,,,,,,
