421,,,,,,,
417,,,,,,,
420,,,,,,,
415,,,,,,,
418,,,,,,,
408,,,,,,,
409,,,,,,,
416,,,,,,,
414,,,,,,,
418,,,,,,,
413,,,,,,,
413,,,,,,,
411,,,,,,,
398,,,,,,,
403,,,,,,,
404,,,,,,,
409,,,,,,,
404,,,,,,,
405,,,,,,,
401,,,,,,,
402,,,,,,,
399,,,,,,,
407,,,,,,,
398,,,,,,,
386,,,,,,,
365,,,,,,,
401,,,,,,,
399,,,,,,,
415,,,,,,,
418,,,,,,,
419,,,,,,,
422,,,,,,,
428,,,,,,,
422,,,,,,,
391,,,,,,,
410,,,,,,,
409,,,,,,,
408,,,,,,,
400,,,,,,,
389,,,,,,,
406,,,,,,,
405,,,,,,,
404,,,,,,,
408,,,,,,,
404,,,,,,,
404,,,,,,,
387,,,,,,,
404,,,,,,,
407,,,,,,,
404,,,,,,,
404,,,,,,,
394,,,,,,,
387,,,,,,,
384,,,,,,,
400,,,,,,,
397,,,,,,,
400,,,,,,,
407,,,,,,,
399,,,,,,,
402,,,,,,,
426,,,,,,,
454,,,,,,,
450,,,,,,,
416,,,,,,,
412,,,,,,,
411,,,,,,,
416,,,,,,,
412,,,,,,,
405,,,,,,,
412,,,,,,,
420,,,,,,,
419,,,,,,,
425,,,,,,,
419,,,,,,,
413,,,,,,,
426,,,,,,,
433,,,,,,,
420,,,,,,,
421,,,,,,,
420,,,,,,,
414,,,,,,,
417,,,,,,,
433,,,,,,,
429,,,,,,,
430,,,,,,,
444,,,,,,,
451,,,,,,,
449,,,,,,,
443,,,,,,,
430,,,,,,,
443,,,,,,,
343,,,,,,,
445,,,,,,,
372,,,,,,,
430,,,,,,,
440,,,,,,,
516,,,,,,,
435,,,,,,,
433,,,,,,,
449,,,,,,,
426,,,,,,,
400,,,,,,,
416,,,,,,,
357,,,,,,,
422,,,,,,,
429,,,,,,,
428,,,,,,,
425,,,,,,,
424,,,,,,,
424,,,,,,,
436,,,,,,,
461,,,,,,,
422,,,,,,,
397,,,,,,,
434,,,,,,,
418,,,,,,,
418,,,,,,,
473,,,,,,,
418,,,,,,,
445,,,,,,,
412,,,,,,,
425,,,,,,,
429,,,,,,,
422,,,,,,,
459,,,,,,,
443,,,,,,,
461,,,,,,,
412,,,,,,,
422,,,,,,,
439,,,,,,,
429,,,,,,,
429,,,,,,,
409,,,,,,,
440,,,,,,,
472,,,,,,,
381,,,,,,,
429,,,,,,,
422,,,,,,,
420,,,,,,,
418,,,,,,,
422,,,,,,,
413,,,,,,,
414,,,,,,,
426,,,,,,,
425,,,,,,,
415,,,,,,,
419,,,,,,,
423,,,,,,,
417,,,,,,,
409,,,,,,,
421,,,,,,,
421,,,,,,,
399,,,,,,,
375,,,,,,,
422,,,,,,,
414,,,,,,,
416,,,,,,,
418,,,,,,,
413,,,,,,,
412,,,,,,,
421,,,,,,,
416,,,,,,,
449,,,,,,,
414,,,,,,,
450,,,,,,,
416,,,,,,,
481,,,,,,,
415,,,,,,,
417,,,,,,,
249,,,,,,,
418,,,,,,,
413,,,,,,,
421,,,,,,,
413,,,,,,,
415,,,,,,,
406,,,,,,,
411,,,,,,,
438,,,,,,,
426,,,,,,,
422,,,,,,,
426,,,,,,,
430,,,,,,,
426,,,,,,,
422,,,,,,,
762,,,,,,,
412,,,,,,,
415,,,,,,,
413,,,,,,,
414,,,,,,,
418,,,,,,,
403,,,,,,,
400,,,,,,,
415,,,,,,,
414,,,,,,,
420,,,,,,,
241,,,,,,,
412,,,,,,,
317,,,,,,,
414,,,,,,,
417,,,,,,,
420,,,,,,,
357,,,,,,,
414,,,,,,,
414,,,,,,,
420,,,,,,,
423,,,,,,,
412,,,,,,,
415,,,,,,,
424,,,,,,,
422,,,,,,,
418,,,,,,,
411,,,,,,,
417,,,,,,,
412,,,,,,,
421,,,,,,,
425,,,,,,,
440,,,,,,,
432,,,,,,,
445,,,,,,,
437,,,,,,,
473,,,,,,,
430,,,,,,,
434,,,,,,,
427,,,,,,,
423,,,,,,,
409,,,,,,,
420,,,,,,,
427,,,,,,,
241,,,,,,,
853,,,,,,,
693,,,,,,,
555,,,,,,,
462,,,,,,,
371,,,,,,,
420,,,,,,,
419,,,,,,,
424,,,,,,,
430,,,,,,,
741,,,,,,,
400,,,,,,,
405,,,,,,,
385,,,,,,,
191,,,,,,,
605,,,,,,,
487,,,,,,,
420,,,,,,,
417,,,,,,,
433,,,,,,,
424,,,,,,,
425,,,,,,,
425,,,,,,,
428,,,,,,,
419,,,,,,,
421,,,,,,,
429,,,,,,,
439,,,,,,,
336,,,,,,,
426,,,,,,,
624,,,,,,,
417,,,,,,,
365,,,,,,,
1043,,,,,,,
395,,,,,,,
391,,,,,,,
271,,,,,,,
395,,,,,,,
404,,,,,,,
405,,,,,,,
374,,,,,,,
263,,,,,,,
391,,,,,,,
271,,,,,,,
318,,,,,,,
414,,,,,,,
251,,,,,,,
406,,,,,,,
244,,,,,,,
571,,,,,,,
402,,,,,,,
436,,,,,,,
441,,,,,,,
436,,,,,,,
486,,,,,,,
476,,,,,,,
381,,,,,,,
476,,,,,,,
474,,,,,,,
486,,,,,,,
151,,,,,,,
456,,,,,,,
452,,,,,,,
324,,,,,,,
427,,,,,,,
448,,,,,,,
436,,,,,,,
443,,,,,,,
431,,,,,,,
429,,,,,,,
418,,,,,,,
416,,,,,,,
411,,,,,,,
408,,,,,,,
407,,,,,,,
410,,,,,,,
428,,,,,,,
414,,,,,,,
410,,,,,,,
410,,,,,,,
444,,,,,,,
435,,,,,,,
437,,,,,,,
428,,,,,,,
431,,,,,,,
431,,,,,,,
425,,,,,,,
422,,,,,,,
443,,,,,,,
429,,,,,,,
441,,,,,,,
447,,,,,,,
452,,,,,,,
452,,,,,,,
425,,,,,,,
432,,,,,,,
429,,,,,,,
445,,,,,,,
447,,,,,,,
444,,,,,,,
438,,,,,,,
437,,,,,,,
435,,,,,,,
423,,,,,,,
425,,,,,,,
429,,,,,,,
430,,,,,,,
422,,,,,,,
422,,,,,,,
427,,,,,,,
429,,,,,,,
435,,,,,,,
434,,,,,,,
428,,,,,,,
418,,,,,,,
433,,,,,,,
422,,,,,,,
420,,,,,,,
418,,,,,,,
417,,,,,,,
416,,,,,,,
430,,,,,,,
429,,,,,,,
431,,,,,,,
431,,,,,,,
426,,,,,,,
431,,,,,,,
429,,,,,,,
433,,,,,,,
430,,,,,,,
430,,,,,,,
428,,,,,,,
432,,,,,,,
426,,,,,,,
429,,,,,,,
434,,,,,,,
429,,,,,,,
413,,,,,,,
434,,,,,,,
431,,,,,,,
432,,,,,,,
265,,,,,,,
437,,,,,,,
436,,,,,,,
432,,,,,,,
435,,,,,,,
441,,,,,,,
439,,,,,,,
276,,,,,,,
434,,,,,,,
434,,,,,,,
431,,,,,,,
438,,,,,,,
438,,,,,,,
435,,,,,,,
448,,,,,,,
403,,,,,,,
398,,,,,,,
363,,,,,,,
416,,,,,,,
320,,,,,,,
402,,,,,,,
407,,,,,,,
407,,,,,,,
455,,,,,,,
414,,,,,,,
265,,,,,,,
318,,,,,,,
415,,,,,,,
424,,,,,,,
415,,,,,,,
425,,,,,,,
418,,,,,,,
422,,,,,,,
415,,,,,,,
411,,,,,,,
453,,,,,,,
418,,,,,,,
419,,,,,,,
424,,,,,,,
425,,,,,,,
323,,,,,,,
428,,,,,,,
372,,,,,,,
225,,,,,,,
421,,,,,,,
